PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,Churn,MonetaryTotal
9.047337142416598,-3.23506910113988,-0.8884047438430226,4.978796904311915,-1.5082507045185105,1.72522727993871,1.2841986345827419,-0.3039698597595152,1.9758167398886872,0.24438736493209742,0,3079.1
5.243956996376258,-2.414492469203183,-0.21854238569556192,-2.2561029390046206,-4.960780797437766,-1.3400144212356888,0.2874835632030707,-0.7894577735614685,0.21969599848029886,1.127307768151352,0,7187.34
0.2614180461054171,-2.2313529527090132,-0.2568775240687748,-1.368653309083071,0.7531697466229177,0.8092852553372015,-1.6321142469072467,-1.6349415833185847,-1.5091605406438202,0.9096517078202729,1,948.25
5.387821183488395,-3.4222439136614984,1.0372391438847923,0.011424187968063002,-1.124218923547993,1.5076617981311646,-2.2781303258313677,0.6834563196530076,1.381382348758714,-1.5799358669678365,0,4596.51
5.418089912513771,-3.437699676612383,-0.4550609386858153,0.8491344591590919,-2.793210620157665,1.6369646533874966,-1.3912064019212016,1.4638306674303698,-4.059282077839389,-0.3912548512508121,0,4627.62
1.0460585509880957,-1.484353819186904,-0.39146411126671515,-0.8368636122852119,0.8157449052662844,0.798663848084826,-1.0807202713379729,-1.8722014921510046,-0.16798323467434928,0.26214427587300976,0,2005.63
-1.7523477472258544,-0.7092427387156349,-0.2608977202065258,-0.011214192008116524,0.4360625105696353,0.2890242049021709,-0.8219955136430595,-0.8554197396763199,-0.12524005704578975,0.8544606025389356,1,489.6
0.021241564312122943,-0.892906776412276,-0.17780015444603203,0.015289354899803737,2.1593638300945552,-0.4767805484991732,-2.682994868792662,-0.030952406117193184,-0.61007416277421,-1.3772964314461253,0,598.83
-1.002295064713601,-0.27331955536725355,-0.5319261001627733,0.24084134461602988,0.8425971407446707,0.01844734338893192,0.7549962866116079,-0.7569962566292002,-0.39831451728171097,0.8152037272188533,1,389.44
7.784378393691288,-3.423130939329944,-0.9266316773538527,-5.447622219158333,-6.890175950390642,-6.00141112901257,1.3796701083769247,-1.7464335457691877,-3.0062477052785086,-8.022513190245945,0,6416.389999999999
1.4672637153548123,-2.5825928620714285,-1.9993541036446707,7.011415379820604,-1.084048505557354,0.515134258033817,1.0009922586574613,0.5676014316712389,-0.4079871292822806,0.42079343382129697,1,-141.48
-0.4721844709024345,-1.1127616977974912,-0.7437553317165351,-0.5217160916869185,0.7579223465706346,0.4620530674486155,-1.0076077556582503,-1.024890519599354,-1.163680838064177,1.1833688707725099,0,711.86
-2.415778402121723,-1.5665732952774547,0.2912312929479525,0.6730913814735173,1.5958710345691018,-0.06741514958082344,0.8078855512562819,-1.8019725890702518,0.03802341633985349,-0.2059413049490823,1,79.6
3.1606709558952217,-4.316028487447737,-0.8285127637438684,0.01732802895184387,-1.7240798692967056,2.4095497165209436,-2.0538551131458744,-0.9246662468415923,0.5957075463803636,0.7651070784237172,0,2894.33
4.020210557162043,-0.4267839158465401,-1.150037368438393,-0.31461379404500306,0.4425547427322857,1.3762678242765711,1.1355318984806357,-1.4689825863755022,0.7738386211434403,0.2867976888346585,0,3465.6700000000005
1.578377484056036,2.2739642298476763,-1.0101229596736965,-1.0842095250265311,0.8779959537363891,0.3495189012978605,0.5923215107653126,0.2299083533698826,-0.5278443096348351,0.6238818854966718,0,832.88
8.371800491751385,-2.490400359738845,0.6489703089228458,0.14032208230592644,-0.4426903188952912,-0.1501206976787311,-0.6622820538340352,1.7504773042178678,-0.8063549025949771,1.962993541116843,0,14520.080000000002
-2.369726744092813,-3.027558727001434,-0.3731834564830415,-1.4188869139196427,-1.9128038186391163,-1.9603959834054037,0.5963324907614305,-0.8968019966314774,-0.06624235822574613,-0.43017374757463966,1,192.6
3.043652937185074,-2.215074200774527,0.5849099754237543,0.4321554067324076,0.10135584691142087,0.5223833545717417,0.8195703028019186,-0.2987392993898105,-0.550661361856365,0.16449856308170455,0,3054.87
-1.4543064688679364,-5.7640704222086425,2.704684891631534,-3.194511968607743,2.2972242168933454,-0.1232621924854514,1.832013079363855,-0.857666665951156,-0.47662208758004376,-0.14837214485911712,1,1659.75
2.452828391776516,0.7473266872548329,-0.8007011335820174,-1.900359081184585,0.9120082524162562,0.9005129595656897,-0.8832195224161685,-1.2168103795047642,0.3202599482988139,0.4330018294355401,0,2995.72
-0.4973786753828034,3.000650059689152,-1.4662897130533783,-0.393473880729605,1.0042796499540203,0.010373889449362796,-0.13867465286045869,0.15313725374503448,-0.26673259643360664,0.44815830275005264,1,243.28
