Recency,Frequency,MonetaryAvg,MonetaryStd,MonetaryMin,MonetaryMax,TotalQuantity,AvgQuantityPerTransaction,MinQuantity,MaxQuantity,CustomerTenureDays,FirstPurchaseDaysAgo,PreferredDayOfWeek,PreferredHour,PreferredMonth,WeekendPurchaseRatio,AvgDaysBetweenPurchases,UniqueProducts,UniqueDescriptions,AvgProductsPerTransaction,UniqueCountries,NegativeQuantityCount,ZeroPriceCount,CancelledTransactions,ReturnRatio,TotalTransactions,UniqueInvoices,AvgLinesPerInvoice,Age,SupportTicketsCount,SatisfactionScore
-0.757288199257403,0.742117547876467,-0.20391890822084388,-0.030203049081251782,0.028996299805546105,-0.058843875129580815,0.3234562429442151,-0.01451424401671963,0.01582063208364524,0.022922042371858117,1.1188698037822522,0.6074018672035263,-0.2838343499834893,0.2029959824218462,-0.46920034254430615,0.37733809205376595,-0.11976782891783812,0.4451244245023452,0.43672710056484926,-0.4694783145183086,-0.045643546458762625,2.5796268211019897,-0.0835366210838544,2.5796268211019897,1.2964710417673098,0.281067316138026,0.742117547876467,-0.35774642730910605,1.4088998455693535,-0.16079343401613244,-0.27814481509399486
1.696792038374624,-0.5505860030478954,-0.13140835195604705,-0.030853165051821594,0.04449150068548552,-0.04339536129971547,-0.20807213266678462,-0.13400767212810047,0.02694787348636046,-0.05574445101663145,-1.0040869116883357,0.31247430590346037,0.2596541943718385,-1.543713633766134,-1.3277548623153355,-0.4690206233941377,-0.30870295745239407,-0.24919020132535202,-0.25130529966354437,1.510018247145337,-0.045643546458762625,-0.3027530948958714,-0.0835366210838544,-0.3027530948958714,-0.3312072738662117,-0.27893661466433634,-0.5505860030478954,1.1397998836860346,-0.39591552435416766,-0.1541430211247381,-0.00865613333306923
-0.6671383129770427,-0.5505860030478954,-0.06520491730172799,-0.032539712945464996,0.048533727001991454,-0.07339682294032353,-0.2793541851510475,-0.15956125655110456,0.02825696071020931,-0.06623331680176339,-1.0040869116883357,-1.676180107434127,-0.8273228943388171,-1.107036229719139,0.9617238570740759,-0.4690206233941377,-0.30870295745239407,-0.6984526062726856,-0.6965027351054461,-0.487638833432654,-0.045643546458762625,-0.3027530948958714,-0.0835366210838544,-0.3027530948958714,-0.3312072738662117,-0.4776476868845294,-0.5505860030478954,-0.5942011079925493,0.7526033474153458,-0.1674438469075268,-0.07602830377330064
-0.31655542188675323,-0.5505860030478954,-0.18307904436996503,-0.02858417970004217,0.04064577148158751,-0.0599633326534841,-0.2512903849603928,-0.06720330142224704,0.02694787348636046,-0.02427785366123562,-1.0040869116883357,-1.381252546134061,-1.3708114386941448,0.6396733864688412,0.6755390171503994,-0.4690206233941377,-0.30870295745239407,-0.6576105694592915,-0.6560302409743641,-0.30603364428920027,-0.045643546458762625,-0.3027530948958714,-0.0835366210838544,-0.3027530948958714,-0.3312072738662117,-0.45958304395542093,-0.5505860030478954,-0.43656465420358714,0.15099822410750546,6.476318631595427,-0.14340047421353205
-0.6571216589458917,0.02394890847404342,-0.1743087502854757,-0.03313912758926518,0.039186078645071475,-0.07496406347378813,-0.06522738969635228,-0.05649905799344027,0.02563878626251161,-0.040011152338933535,0.7840665941739875,0.3209008076548908,-0.2838343499834893,-1.107036229719139,-1.3277548623153355,0.6827780317012959,0.04423066604323272,-0.18112013996969545,-0.18385114277840775,-0.46342480821352683,-0.045643546458762625,0.01751134021500203,-0.0835366210838544,0.01751134021500203,0.06258586701286574,-0.15850566180361325,0.02394890847404342,-0.4155464603650588,-0.7787551482773388,-0.14084219534194942,-0.00865613333306923
-0.8774880476312165,1.6039199151593753,-0.10960659262704936,-0.03200971221830749,0.023438238620350445,-0.06270600358704716,0.6725699173159593,-0.10016028976610444,0.022366068202889486,-0.04787780167778249,0.9742956905423198,0.3377538111577517,-0.2838343499834893,0.2029959824218462,0.9617238570740759,-0.26672170946802787,-0.24229122545610057,0.649334608569315,0.6525804025972864,-0.6238427252902443,-0.045643546458762625,0.01751134021500203,20.007020749583127,0.01751134021500203,-0.2620424729186116,1.5937647023199075,1.6039199151593753,0.09217428454689013,-0.8334465231235061,-0.1541430211247381,-0.14340047421353205
-0.9075380097246699,3.758425833366646,-0.05073712042108863,-0.02533307641873442,-0.06936454056276495,0.016719507733891012,1.3522751579336156,-0.05778304198135198,0.013202457635947542,-0.03870004411579204,1.818912878417715,1.247816000312241,0.2596541943718385,-0.23368142162514882,1.2479086969977522,0.05234664393445885,-0.23433308577892012,2.323858117918467,2.3928976502338113,-0.5813705439583076,-0.045643546458762625,1.6188335157693692,-0.0835366210838544,1.6188335157693692,-0.007112034027679559,2.1898979189804866,3.758425833366646,-0.3009634036324369,-1.2709775218928445,-0.1275413695591607,-0.21077264465376347
-0.6971882750704962,-0.263318547286926,-0.3277415985369354,-0.033673776490124575,0.040589629449413814,-0.06623229478734251,-0.17551812444562517,-0.1957639678722836,0.02694787348636046,-0.02427785366123562,0.8525490688665871,0.3630333164120431,0.8031427387271662,-1.107036229719139,0.9617238570740759,-0.4690206233941377,-0.17505450300022576,1.0169129398898606,1.003342018399997,1.6916234362887907,-0.045643546458762625,-0.3027530948958714,-0.0835366210838544,-0.3027530948958714,-0.3312072738662117,0.48579993600125526,-0.263318547286926,1.8929518295666319,-0.8881378979696735,-0.1674438469075268,-0.14340047421353205
-0.16630561141948627,-0.11968481940644128,0.47216045760318154,-0.014779235574515572,0.04752317042286497,0.04190730202171495,0.3644293912225709,0.7642302599538826,0.02694787348636046,0.022922042371858117,1.1416972953464521,1.1298449757922144,0.2596541943718385,2.8230604067038163,1.2479086969977522,-0.12348102686550762,0.5598469983947837,-0.5214704467479784,-0.5211219272040909,-0.6995115541000168,-0.045643546458762625,-0.3027530948958714,-0.0835366210838544,-0.3027530948958714,-0.3312072738662117,-0.34517363873773405,-0.11968481940644128,-0.6598829637379502,-1.3803602715851793,-0.16079343401613244,-0.00865613333306923
-0.5870050807278338,0.31121636423501287,-0.3131257316809414,-0.033390149543894465,0.027873459162072237,-0.0638814339871456,-0.13679008018252173,-0.20379716055560923,0.023675155426738335,-0.0636111003554804,0.8068940857381874,0.3967393234177649,-1.3708114386941448,-0.6703588256721439,0.9617238570740759,-0.4690206233941377,-0.23552796474215063,1.588701455277376,1.5564661048581172,0.498217907631809,-0.045643546458762625,0.01751134021500203,-0.0835366210838544,0.01751134021500203,-0.24955117107523284,1.2686011295959552,0.31121636423501287,1.1773323726834068,-1.708508520662183,-0.1541430211247381,-0.07602830377330064
